accuracy,precision,recall,f1,auc,specificity,mcc,model
0.999466097170315,1.0,0.9960159362549801,0.998003992015968,1.0,1.0,0.9976984755238361,GAT
0.8152696209289909,0.4144144144144144,0.9163346613545816,0.5707196029776674,0.9385417638938698,0.7996300863131935,0.5341333907330748,VGAE
0.999466097170315,1.0,0.9960159362549801,0.998003992015968,0.9995787503500179,1.0,0.9976984755238361,FUSION
